Date,Order_id,Product,Product_ID
10-01-2018,20,beef,9
10-01-2018,20,individual meals,23
10-01-2018,20,toilet paper,17
10-01-2018,20,soda,7
10-01-2018,20,cheeses,20
10-01-2018,20,aluminum foil,10
10-01-2018,20,toilet paper,17
10-01-2018,20,soap,14
10-01-2018,20,poultry,29
10-01-2018,20,aluminum foil,10
11-01-2018,21,waffles,19
11-01-2018,21,fruits,36
11-01-2018,21,all- purpose,5
11-01-2018,21,pork,2
11-01-2018,21,juice,32
11-01-2018,21,bagels,30
11-01-2018,21,mixes,13
11-01-2018,22,cheeses,20
11-01-2018,22,cereals,24
11-01-2018,22,sugar,37
11-01-2018,22,bagels,30
11-01-2018,22,soda,7
11-01-2018,23,aluminum foil,10
11-01-2018,23,bagels,30
11-01-2018,23,shampoo,12
11-01-2018,23,shampoo,12
11-01-2018,23,dishwashing liquid/detergent,22
11-01-2018,23,cereals,24
11-01-2018,23,cheeses,20
11-01-2018,23,flour,6
11-01-2018,23,lunch meat,4
11-01-2018,23,pasta,33
11-01-2018,23,soda,7
11-01-2018,23,toilet paper,17
11-01-2018,23,poultry,29
11-01-2018,23,coffee/tea,35
11-01-2018,23,flour,6
11-01-2018,23,all- purpose,5
11-01-2018,23,waffles,19
11-01-2018,23,coffee/tea,35
11-01-2018,23,milk,21
11-01-2018,23,yogurt,1
11-01-2018,23,mixes,13
11-01-2018,23,pasta,33
11-01-2018,23,dishwashing liquid/detergent,22
11-01-2018,23,dishwashing liquid/detergent,22
11-01-2018,23,dishwashing liquid/detergent,22
11-01-2018,24,fruits,36
11-01-2018,24,all- purpose,5
11-01-2018,24,pasta,33
11-01-2018,24,cheeses,20
11-01-2018,24,juice,32
11-01-2018,24,sandwich bags,3
11-01-2018,24,sandwich loaves,28
11-01-2018,24,coffee/tea,35
11-01-2018,24,juice,32
11-01-2018,24,lunch meat,4
11-01-2018,24,spaghetti sauce,26
11-01-2018,24,paper towels,34
11-01-2018,24,hand soap,18
11-01-2018,24,soap,14
11-01-2018,24,ice cream,16
11-01-2018,24,individual meals,23
11-01-2018,24,ketchup,27
11-01-2018,24,butter,8
11-01-2018,24,poultry,29
11-01-2018,24,cheeses,20
11-01-2018,24,bagels,30
11-01-2018,24,all- purpose,5
11-01-2018,24,ketchup,27
11-01-2018,24,waffles,19
11-01-2018,24,soap,14
11-01-2018,25,bagels,30
11-01-2018,25,sugar,37
11-01-2018,25,pork,2
11-01-2018,25,sandwich loaves,28
11-01-2018,25,tortillas,25
11-01-2018,25,ice cream,16
11-01-2018,25,all- purpose,5
11-01-2018,25,yogurt,1
11-01-2018,25,fruits,36
11-01-2018,25,pasta,33
11-01-2018,25,lunch meat,4
11-01-2018,25,dishwashing liquid/detergent,22
11-01-2018,25,juice,32
12-01-2018,26,fruits,36
12-01-2018,26,sandwich loaves,28
12-01-2018,26,coffee/tea,35
12-01-2018,26,aluminum foil,10
12-01-2018,26,shampoo,12
12-01-2018,26,cereals,24
12-01-2018,26,dinner rolls,11
12-01-2018,26,coffee/tea,35
12-01-2018,26,poultry,29
12-01-2018,26,butter,8
12-01-2018,26,juice,32
12-01-2018,26,paper towels,34
12-01-2018,26,beef,9
12-01-2018,26,mixes,13
12-01-2018,26,lunch meat,4
12-01-2018,26,bagels,30
12-01-2018,26,tortillas,25
12-01-2018,26,aluminum foil,10
12-01-2018,26,individual meals,23
12-01-2018,26,beef,9
12-01-2018,26,juice,32
12-01-2018,26,soda,7
12-01-2018,26,hand soap,18
12-01-2018,26,dinner rolls,11
12-01-2018,26,flour,6
12-01-2018,26,poultry,29
12-01-2018,26,sandwich loaves,28
12-01-2018,26,sugar,37
12-01-2018,26,yogurt,1
13-01-2018,27,laundry detergent,15
13-01-2018,27,pork,2
13-01-2018,27,pasta,33
13-01-2018,27,cheeses,20
13-01-2018,27,fruits,36
13-01-2018,27,sugar,37
13-01-2018,27,lunch meat,4
13-01-2018,27,laundry detergent,15
13-01-2018,27,paper towels,34
13-01-2018,27,butter,8
13-01-2018,27,sandwich loaves,28
13-01-2018,27,ice cream,16
13-01-2018,27,waffles,19
13-01-2018,27,all- purpose,5
13-01-2018,27,sandwich bags,3
13-01-2018,27,lunch meat,4
13-01-2018,27,sandwich loaves,28
13-01-2018,27,poultry,29
13-01-2018,27,shampoo,12
13-01-2018,27,dinner rolls,11
13-01-2018,27,milk,21
13-01-2018,27,soda,7
13-01-2018,27,mixes,13
13-01-2018,28,pork,2
13-01-2018,28,bagels,30
13-01-2018,28,poultry,29
13-01-2018,28,pasta,33
13-01-2018,28,butter,8
13-01-2018,28,all- purpose,5
13-01-2018,28,pasta,33
13-01-2018,28,shampoo,12
13-01-2018,28,sugar,37
13-01-2018,28,ketchup,27
13-01-2018,28,eggs,31
13-01-2018,28,soda,7
13-01-2018,28,tortillas,25
13-01-2018,28,soap,14
13-01-2018,28,individual meals,23
13-01-2018,28,ketchup,27
13-01-2018,28,butter,8
13-01-2018,28,mixes,13
13-01-2018,28,juice,32
13-01-2018,28,lunch meat,4
13-01-2018,28,cereals,24
13-01-2018,28,waffles,19
13-01-2018,28,shampoo,12
13-01-2018,28,shampoo,12
13-01-2018,28,toilet paper,17
13-01-2018,28,poultry,29
13-01-2018,28,lunch meat,4
13-01-2018,29,pasta,33
13-01-2018,29,butter,8
13-01-2018,29,sandwich loaves,28
13-01-2018,29,spaghetti sauce,26
13-01-2018,29,juice,32
13-01-2018,29,dinner rolls,11
13-01-2018,29,all- purpose,5
13-01-2018,29,pork,2
13-01-2018,29,yogurt,1
13-01-2018,29,spaghetti sauce,26
14-01-2018,30,flour,6
14-01-2018,30,bagels,30
14-01-2018,30,cheeses,20
14-01-2018,30,sandwich loaves,28
14-01-2018,30,toilet paper,17
15-01-2018,31,aluminum foil,10
15-01-2018,31,eggs,31
15-01-2018,31,ice cream,16
15-01-2018,31,pasta,33
15-01-2018,31,juice,32
15-01-2018,31,waffles,19
15-01-2018,31,shampoo,12
15-01-2018,31,dinner rolls,11
15-01-2018,31,soda,7
15-01-2018,31,laundry detergent,15
15-01-2018,31,hand soap,18
15-01-2018,31,waffles,19
15-01-2018,31,cereals,24
15-01-2018,31,toilet paper,17
15-01-2018,31,individual meals,23
15-01-2018,31,yogurt,1
15-01-2018,31,spaghetti sauce,26
15-01-2018,31,ice cream,16
15-01-2018,31,soda,7
15-01-2018,31,lunch meat,4
15-01-2018,31,paper towels,34
15-01-2018,32,soap,14
15-01-2018,32,paper towels,34
15-01-2018,32,individual meals,23
15-01-2018,32,dinner rolls,11
15-01-2018,32,lunch meat,4
15-01-2018,32,sugar,37
15-01-2018,32,soap,14
15-01-2018,32,eggs,31
15-01-2018,32,beef,9
15-01-2018,32,yogurt,1
15-01-2018,32,soda,7
15-01-2018,32,sandwich loaves,28
15-01-2018,32,aluminum foil,10
15-01-2018,32,dinner rolls,11
15-01-2018,32,soap,14
15-01-2018,32,cheeses,20
15-01-2018,32,sandwich loaves,28
15-01-2018,32,ice cream,16
15-01-2018,32,ketchup,27
15-01-2018,33,sandwich loaves,28
15-01-2018,33,pork,2
15-01-2018,33,sandwich bags,3
15-01-2018,33,ketchup,27
15-01-2018,33,coffee/tea,35
15-01-2018,33,soda,7
15-01-2018,33,poultry,29
15-01-2018,33,pasta,33
15-01-2018,33,all- purpose,5
15-01-2018,33,coffee/tea,35
15-01-2018,33,paper towels,34
15-01-2018,33,individual meals,23
15-01-2018,33,poultry,29
15-01-2018,33,flour,6
15-01-2018,33,aluminum foil,10
15-01-2018,33,soap,14
15-01-2018,33,yogurt,1
15-01-2018,33,mixes,13
15-01-2018,33,soda,7
16-01-2018,34,lunch meat,4
16-01-2018,34,mixes,13
16-01-2018,34,soap,14
16-01-2018,34,hand soap,18
16-01-2018,34,tortillas,25
16-01-2018,34,coffee/tea,35
16-01-2018,34,cheeses,20
16-01-2018,34,tortillas,25
16-01-2018,34,cheeses,20
16-01-2018,34,ice cream,16
16-01-2018,34,tortillas,25
16-01-2018,34,beef,9
16-01-2018,34,yogurt,1
16-01-2018,34,spaghetti sauce,26
16-01-2018,34,soda,7
16-01-2018,34,eggs,31
16-01-2018,35,aluminum foil,10
16-01-2018,35,cheeses,20
16-01-2018,35,cereals,24
16-01-2018,35,mixes,13
16-01-2018,35,laundry detergent,15
16-01-2018,35,juice,32
16-01-2018,35,pork,2
16-01-2018,35,bagels,30
16-01-2018,35,sandwich loaves,28
16-01-2018,35,yogurt,1
16-01-2018,35,milk,21
16-01-2018,35,sandwich loaves,28
16-01-2018,35,spaghetti sauce,26
16-01-2018,35,cereals,24
16-01-2018,35,individual meals,23
16-01-2018,35,eggs,31
17-01-2018,36,soap,14
17-01-2018,36,lunch meat,4
17-01-2018,36,flour,6
17-01-2018,36,juice,32
17-01-2018,36,yogurt,1
17-01-2018,36,shampoo,12
17-01-2018,36,spaghetti sauce,26
17-01-2018,36,ketchup,27
17-01-2018,36,laundry detergent,15
17-01-2018,36,dinner rolls,11
17-01-2018,36,ketchup,27
17-01-2018,36,shampoo,12
17-01-2018,36,sugar,37
17-01-2018,36,flour,6
17-01-2018,36,sandwich bags,3
17-01-2018,36,paper towels,34
17-01-2018,36,pork,2
17-01-2018,36,butter,8
17-01-2018,36,dinner rolls,11
17-01-2018,36,pork,2
17-01-2018,36,all- purpose,5
17-01-2018,36,hand soap,18
17-01-2018,36,sandwich bags,3
17-01-2018,36,all- purpose,5
17-01-2018,37,fruits,36
17-01-2018,37,lunch meat,4
17-01-2018,37,dinner rolls,11
17-01-2018,37,shampoo,12
17-01-2018,37,hand soap,18
17-01-2018,37,mixes,13
17-01-2018,37,pasta,33
17-01-2018,37,sugar,37
17-01-2018,38,eggs,31
17-01-2018,38,hand soap,18
17-01-2018,38,dinner rolls,11
17-01-2018,38,hand soap,18
17-01-2018,38,lunch meat,4
17-01-2018,38,laundry detergent,15
17-01-2018,38,pasta,33
17-01-2018,38,aluminum foil,10
17-01-2018,38,toilet paper,17
17-01-2018,38,cereals,24
17-01-2018,38,coffee/tea,35
17-01-2018,38,toilet paper,17
17-01-2018,38,juice,32
17-01-2018,38,lunch meat,4
17-01-2018,38,soda,7
17-01-2018,38,pork,2
17-01-2018,38,fruits,36
17-01-2018,38,spaghetti sauce,26
17-01-2018,38,laundry detergent,15
17-01-2018,38,butter,8
17-01-2018,38,tortillas,25
17-01-2018,38,individual meals,23
17-01-2018,38,aluminum foil,10
17-01-2018,38,toilet paper,17
17-01-2018,38,poultry,29
17-01-2018,38,toilet paper,17
17-01-2018,38,toilet paper,17
18-01-2018,39,coffee/tea,35
18-01-2018,39,milk,21
18-01-2018,39,dinner rolls,11
18-01-2018,39,beef,9
18-01-2018,39,coffee/tea,35
18-01-2018,39,waffles,19
18-01-2018,39,beef,9
18-01-2018,39,eggs,31
18-01-2018,39,sandwich bags,3
18-01-2018,39,tortillas,25
18-01-2018,39,tortillas,25
18-01-2018,39,all- purpose,5
18-01-2018,39,yogurt,1
18-01-2018,39,cheeses,20
18-01-2018,39,mixes,13
18-01-2018,39,ketchup,27
18-01-2018,39,waffles,19
18-01-2018,39,aluminum foil,10
18-01-2018,39,hand soap,18
18-01-2018,39,hand soap,18
18-01-2018,39,pork,2
18-01-2018,39,butter,8
18-01-2018,40,hand soap,18
18-01-2018,40,sandwich bags,3
18-01-2018,40,poultry,29
18-01-2018,40,beef,9
18-01-2018,40,coffee/tea,35
18-01-2018,40,mixes,13
18-01-2018,40,poultry,29
18-01-2018,40,sandwich loaves,28
18-01-2018,40,shampoo,12
18-01-2018,40,ice cream,16
18-01-2018,40,poultry,29
18-01-2018,40,shampoo,12
18-01-2018,41,milk,21
18-01-2018,41,hand soap,18
18-01-2018,41,fruits,36
18-01-2018,41,poultry,29
18-01-2018,41,coffee/tea,35
18-01-2018,41,sugar,37
18-01-2018,41,tortillas,25
18-01-2018,41,soda,7
18-01-2018,41,individual meals,23
18-01-2018,41,tortillas,25
18-01-2018,41,milk,21
18-01-2018,41,toilet paper,17
18-01-2018,41,soda,7
18-01-2018,41,poultry,29
18-01-2018,41,coffee/tea,35
18-01-2018,41,spaghetti sauce,26
18-01-2018,41,cheeses,20
18-01-2018,41,flour,6
18-01-2018,41,lunch meat,4
18-01-2018,42,cereals,24
18-01-2018,42,shampoo,12
18-01-2018,42,waffles,19
18-01-2018,42,bagels,30
18-01-2018,42,mixes,13
18-01-2018,42,shampoo,12
18-01-2018,42,mixes,13
18-01-2018,42,beef,9
18-01-2018,42,dinner rolls,11
18-01-2018,42,beef,9
18-01-2018,42,shampoo,12
18-01-2018,42,aluminum foil,10
18-01-2018,42,individual meals,23
18-01-2018,42,sugar,37
18-01-2018,42,spaghetti sauce,26
18-01-2018,42,juice,32
18-01-2018,42,tortillas,25
18-01-2018,42,shampoo,12
18-01-2018,42,sandwich loaves,28
18-01-2018,42,sandwich loaves,28
18-01-2018,42,cheeses,20
18-01-2018,42,waffles,19
18-01-2018,42,cheeses,20
18-01-2018,42,individual meals,23
18-01-2018,42,pasta,33
18-01-2018,42,paper towels,34
18-01-2018,42,beef,9
18-01-2018,42,juice,32
18-01-2018,42,paper towels,34
18-01-2018,42,ice cream,16
18-01-2018,42,aluminum foil,10
19-01-2018,43,toilet paper,17
19-01-2018,43,butter,8
19-01-2018,43,ketchup,27
19-01-2018,43,shampoo,12
19-01-2018,43,juice,32
19-01-2018,43,mixes,13
19-01-2018,43,milk,21
19-01-2018,43,shampoo,12
19-01-2018,43,tortillas,25
19-01-2018,43,laundry detergent,15
19-01-2018,43,flour,6
19-01-2018,43,cereals,24
19-01-2018,43,soap,14
19-01-2018,43,toilet paper,17
19-01-2018,43,butter,8
19-01-2018,43,coffee/tea,35
19-01-2018,43,cheeses,20
19-01-2018,43,soap,14
19-01-2018,43,soap,14
19-01-2018,43,butter,8
19-01-2018,43,sandwich loaves,28
19-01-2018,43,milk,21
19-01-2018,43,cereals,24
19-01-2018,43,dinner rolls,11
19-01-2018,43,poultry,29
19-01-2018,43,dishwashing liquid/detergent,22
19-01-2018,44,butter,8
19-01-2018,44,hand soap,18
19-01-2018,44,waffles,19
19-01-2018,44,laundry detergent,15
19-01-2018,44,shampoo,12
19-01-2018,44,lunch meat,4
19-01-2018,44,cheeses,20
19-01-2018,44,hand soap,18
19-01-2018,44,cereals,24
19-01-2018,44,dishwashing liquid/detergent,22
19-01-2018,44,soda,7
19-01-2018,44,spaghetti sauce,26
19-01-2018,44,aluminum foil,10
19-01-2018,44,laundry detergent,15
19-01-2018,44,flour,6
19-01-2018,44,poultry,29
19-01-2018,44,juice,32
20-01-2018,45,butter,8
20-01-2018,45,cereals,24
20-01-2018,45,toilet paper,17
20-01-2018,45,waffles,19
20-01-2018,45,soda,7
20-01-2018,45,pork,2
20-01-2018,45,yogurt,1
20-01-2018,45,pork,2
20-01-2018,45,all- purpose,5
20-01-2018,45,toilet paper,17
20-01-2018,45,spaghetti sauce,26
20-01-2018,45,toilet paper,17
20-01-2018,45,laundry detergent,15
20-01-2018,45,coffee/tea,35
20-01-2018,45,all- purpose,5
20-01-2018,45,coffee/tea,35
20-01-2018,45,eggs,31
20-01-2018,45,pork,2
20-01-2018,45,eggs,31
20-01-2018,45,all- purpose,5
20-01-2018,45,soda,7
20-01-2018,45,beef,9
20-01-2018,46,hand soap,18
20-01-2018,46,spaghetti sauce,26
20-01-2018,46,sandwich bags,3
20-01-2018,46,ice cream,16
20-01-2018,46,fruits,36
20-01-2018,46,soap,14
20-01-2018,46,cheeses,20
20-01-2018,46,waffles,19
20-01-2018,46,tortillas,25
20-01-2018,46,sugar,37
20-01-2018,46,toilet paper,17
20-01-2018,46,ketchup,27
20-01-2018,46,beef,9
20-01-2018,46,beef,9
20-01-2018,46,poultry,29
20-01-2018,46,milk,21
20-01-2018,46,dinner rolls,11
20-01-2018,46,dinner rolls,11
20-01-2018,46,eggs,31
20-01-2018,46,soap,14
20-01-2018,46,paper towels,34
20-01-2018,46,sandwich bags,3
20-01-2018,46,soda,7
21-01-2018,47,soda,7
21-01-2018,47,waffles,19
21-01-2018,47,beef,9
21-01-2018,47,fruits,36
21-01-2018,47,sandwich loaves,28
21-01-2018,47,ketchup,27
21-01-2018,47,cheeses,20
21-01-2018,47,sugar,37
21-01-2018,47,shampoo,12
21-01-2018,47,butter,8
21-01-2018,47,laundry detergent,15
21-01-2018,47,poultry,29
21-01-2018,47,waffles,19
21-01-2018,47,soap,14
21-01-2018,47,butter,8
